0,244,244
1,389,389
2,-72,418
3,-48,418
4,20,452
5,29,501
6,-4,518
7,38,574
8,170,764
9,189,974
10,28,1025
11,-38,1012
12,-16,1018
13,-26,1011
14,80,1104
15,14,1134
16,-19,1134
17,-11,1136
18,-18,1126
19,24,1154
20,347,1507
21,124,1637
22,-21,1625
23,-3,1626
24,44,1072
25,78,1152
26,4,1159
27,-19,1144
28,43,1189
29,10,1202
30,2,1208
31,12,1224
32,-26,1202
33,13,1219
34,-9,1214
35,27,1244
36,49,1297
37,-21,1280
38,7,1290
39,-46,1248
40,-52,1199
41,210,1410
42,114,1525
43,25,1552
44,-394,-394
45,-369,-369
46,-18,-370
47,29,-336
48,77,-247
49,160,-70
50,34,-16
51,-10,-4
52,-6,8
53,-3,17
54,-46,-21
55,106,93
56,-8,93
57,-38,63
58,-21,48
59,6,57
60,12,74
61,-59,21
62,72,96
63,23,124
64,-2,128
65,50,183
66,211,400
67,994,94
68,94,194
69,75,275
70,-24,257
71,-16,247
72,18,269
73,183,457
74,11,474
75,-44,436
76,-37,404
77,61,468
78,-37,435
79,-13123,393
80,-31,365
81,-7,359
82,50,408
83,81,489
84,44,534
85,-2,534
86,74,608
87,76,685
88,308,995
89,10,1007
90,-21,990
91,5,996
92,-44,954
93,-40,915
94,22,937
95,63,1000
96,31,1032
97,33,1067
98,-41,1029
99,470,1500
100,115,1616
101,33,1651
102,18,1672
103,23,1698
104,70,1772
105,49,49
106,281,281
107,364,364
108,23,445
109,-50,452
110,-3,490
111,21,539
112,-7,561
113,-36,548
114,3,567
115,22,603
116,-54,563
117,-37,539
118,9,557
119,-13,555
120,337,898
121,63,967
122,-43,933
123,67,1004
124,76,1086
125,46,1141
126,160,1313
